"lang","country_alpha2_code","continent_code","continent"
"KA","KM","AF","აფრიკა"
"KA","KN","NA","ჩრდილოეთი ამერიკა"
"KA","KP","AS","აზია"
"KA","KR","AS","აზია"
"KA","KW","AS","აზია"
"KA","KY","NA","ჩრდილოეთი ამერიკა"
"KA","KZ","AS","აზია"
"KA","KZ","EU","ევროპა"
"KA","LA","AS","აზია"
"KA","LB","AS","აზია"
"KA","LC","NA","ჩრდილოეთი ამერიკა"
"KA","LI","EU","ევროპა"
"KA","LK","AS","აზია"
"KA","LR","AF","აფრიკა"
"KA","LS","AF","აფრიკა"
"KA","LT","EU","ევროპა"
"KA","LU","EU","ევროპა"
"KA","LV","EU","ევროპა"
"KA","LY","AF","აფრიკა"
"KA","MA","AF","აფრიკა"
"KA","MC","EU","ევროპა"
"KA","MD","EU","ევროპა"
"KA","ME","EU","ევროპა"
"KA","MF","NA","ჩრდილოეთი ამერიკა"
"KA","MG","AF","აფრიკა"
"KA","MH","OC","ავსტრალია"
"KA","MK","EU","ევროპა"
"KA","ML","AF","აფრიკა"
"KA","MM","AS","აზია"
"KA","MN","AS","აზია"
"KA","MO","AS","აზია"
"KA","MP","OC","ავსტრალია"
"KA","MQ","NA","ჩრდილოეთი ამერიკა"
"KA","MR","AF","აფრიკა"
"KA","MS","NA","ჩრდილოეთი ამერიკა"
"KA","MT","EU","ევროპა"
"KA","MU","AF","აფრიკა"
"KA","MV","AS","აზია"
"KA","MW","AF","აფრიკა"
"KA","MX","NA","ჩრდილოეთი ამერიკა"
"KA","MY","AS","აზია"
"KA","MZ","AF","აფრიკა"
"KA","NA","AF","აფრიკა"
"KA","NC","OC","ავსტრალია"
"KA","NE","AF","აფრიკა"
"KA","NF","OC","ავსტრალია"
"KA","NG","AF","აფრიკა"
"KA","NI","NA","ჩრდილოეთი ამერიკა"
"KA","NL","EU","ევროპა"
"KA","NO","EU","ევროპა"
"KA","NP","AS","აზია"
"KA","NR","OC","ავსტრალია"
"KA","NU","OC","ავსტრალია"
"KA","NZ","OC","ავსტრალია"
"KA","OM","AS","აზია"
"KA","PA","NA","ჩრდილოეთი ამერიკა"
"KA","PE","SA","სამხრეთი ამერიკა"
"KA","PF","OC","ავსტრალია"
"KA","PG","OC","ავსტრალია"
"KA","PH","AS","აზია"
"KA","PK","AS","აზია"
"KA","PL","EU","ევროპა"
"KA","PM","NA","ჩრდილოეთი ამერიკა"
"KA","PN","OC","ავსტრალია"
"KA","PR","NA","ჩრდილოეთი ამერიკა"
"KA","PS","AS","აზია"
"KA","PT","EU","ევროპა"
"KA","PW","OC","ავსტრალია"
"KA","PY","SA","სამხრეთი ამერიკა"
"KA","QA","AS","აზია"
"KA","RE","AF","აფრიკა"
"KA","RO","EU","ევროპა"
"KA","RS","EU","ევროპა"
"KA","RU","AS","აზია"
"KA","RU","EU","ევროპა"
"KA","RW","AF","აფრიკა"
"KA","SA","AS","აზია"
"KA","SB","OC","ავსტრალია"
"KA","SC","AF","აფრიკა"
"KA","SD","AF","აფრიკა"
"KA","SE","EU","ევროპა"
"KA","SG","AS","აზია"
"KA","SH","AF","აფრიკა"
"KA","SI","EU","ევროპა"
"KA","SJ","EU","ევროპა"
"KA","SK","EU","ევროპა"
"KA","SL","AF","აფრიკა"
"KA","SM","EU","ევროპა"
"KA","SN","AF","აფრიკა"
"KA","SO","AF","აფრიკა"
"KA","SR","SA","სამხრეთი ამერიკა"
"KA","SS","AF","აფრიკა"
"KA","ST","AF","აფრიკა"
"KA","SV","NA","ჩრდილოეთი ამერიკა"
"KA","SX","NA","ჩრდილოეთი ამერიკა"
"KA","SY","AS","აზია"
"KA","SZ","AF","აფრიკა"
"KA","TC","NA","ჩრდილოეთი ამერიკა"
"KA","TD","AF","აფრიკა"
"KA","TF","AN","ანტარქტიდა"
"KA","TG","AF","აფრიკა"
"KA","TH","AS","აზია"
"KA","TJ","AS","აზია"
"KA","TK","OC","ავსტრალია"
"KA","TL","AS","აზია"
"KA","TM","AS","აზია"
"KA","TN","AF","აფრიკა"
"KA","TO","OC","ავსტრალია"
"KA","TR","AS","აზია"
"KA","TR","EU","ევროპა"
"KA","TT","NA","ჩრდილოეთი ამერიკა"
"KA","TV","OC","ავსტრალია"
"KA","TW","AS","აზია"
"KA","TZ","AF","აფრიკა"
"KA","UA","EU","ევროპა"
"KA","UG","AF","აფრიკა"
"KA","UM","OC","ჩრდილოეთი ამერიკა"
"KA","US","NA","ჩრდილოეთი ამერიკა"
"KA","UY","SA","სამხრეთი ამერიკა"
"KA","UZ","AS","აზია"
"KA","VA","EU","ევროპა"
"KA","VC","NA","ჩრდილოეთი ამერიკა"
"KA","VE","SA","სამხრეთი ამერიკა"
"KA","VG","NA","ჩრდილოეთი ამერიკა"
"KA","VI","NA","ჩრდილოეთი ამერიკა"
"KA","VN","AS","აზია"
"KA","VU","OC","ავსტრალია"
"KA","WF","OC","ავსტრალია"
"KA","WS","OC","ავსტრალია"
"KA","YE","AS","აზია"
"KA","YT","AF","აფრიკა"
"KA","ZA","AF","აფრიკა"
"KA","ZM","AF","აფრიკა"
"KA","ZW","AF","აფრიკა"
"KI","AD","EU","Europe"
"KI","AE","AS","Asia"
"KI","AF","AS","Asia"
"KI","AG","NA","North America"
"KI","AI","NA","North America"
"KI","AL","EU","Europe"
"KI","AM","EU","Europe"
"KI","AO","AF","Africa"
"KI","AQ","AN","Antarctica"
"KI","AR","SA","South America"
"KI","AS","OC","Oceania"
"KI","AT","EU","Europe"
"KI","AU","OC","Oceania"
"KI","AW","NA","North America"
"KI","AX","EU","Europe"
"KI","AZ","AS","Asia"
"KI","AZ","EU","Europe"
"KI","BA","EU","Europe"
"KI","BB","NA","North America"
"KI","BD","AS","Asia"
"KI","BE","EU","Europe"
"KI","BF","AF","Africa"
"KI","BG","EU","Europe"
"KI","BH","AS","Asia"
"KI","BI","AF","Africa"
"KI","BJ","AF","Africa"
"KI","BL","NA","North America"
"KI","BM","NA","North America"
"KI","BN","AS","Asia"
"KI","BO","SA","South America"
"KI","BQ","NA","North America"
"KI","BR","SA","South America"
"KI","BS","NA","North America"
"KI","BT","AS","Asia"
"KI","BV","AN","Antarctica"
"KI","BW","AF","Africa"
"KI","BY","EU","Europe"
"KI","BZ","NA","North America"
"KI","CA","NA","North America"
"KI","CC","AS","Asia"
"KI","CD","AF","Africa"
"KI","CF","AF","Africa"
"KI","CG","AF","Africa"
"KI","CH","EU","Europe"
"KI","CI","AF","Africa"
"KI","CK","OC","Oceania"
"KI","CL","SA","South America"
"KI","CM","AF","Africa"
"KI","CN","AS","Asia"
"KI","CO","SA","South America"
"KI","CR","NA","North America"
"KI","CU","NA","North America"
"KI","CV","AF","Africa"
"KI","CW","NA","North America"
"KI","CX","AS","Asia"
"KI","CY","EU","Europe"
"KI","CZ","EU","Europe"
"KI","DE","EU","Europe"
"KI","DJ","AF","Africa"
"KI","DK","EU","Europe"
"KI","DM","NA","North America"
"KI","DO","NA","North America"
"KI","DZ","AF","Africa"
"KI","EC","SA","South America"
"KI","EE","EU","Europe"
"KI","EG","AF","Africa"
"KI","EH","AF","Africa"
"KI","ER","AF","Africa"
"KI","ES","EU","Europe"
"KI","ET","AF","Africa"
"KI","FI","EU","Europe"
"KI","FJ","OC","Oceania"
"KI","FK","SA","South America"
"KI","FM","OC","Oceania"
"KI","FO","EU","Europe"
"KI","FR","EU","Europe"
"KI","GA","AF","Africa"
"KI","GB","EU","Europe"
"KI","GD","NA","North America"
"KI","GE","AS","Asia"
"KI","GE","EU","Europe"
"KI","GF","SA","South America"
"KI","GG","EU","Europe"
"KI","GH","AF","Africa"
"KI","GI","EU","Europe"
"KI","GL","NA","North America"
"KI","GM","AF","Africa"
"KI","GN","AF","Africa"
"KI","GP","NA","North America"
"KI","GQ","AF","Africa"
"KI","GR","EU","Europe"
"KI","GS","AN","Antarctica"
"KI","GT","NA","North America"
"KI","GU","OC","Oceania"
"KI","GW","AF","Africa"
"KI","GY","SA","South America"
"KI","HK","AS","Asia"
"KI","HM","AN","Antarctica"
"KI","HN","NA","North America"
"KI","HR","EU","Europe"
"KI","HT","NA","North America"
"KI","HU","EU","Europe"
"KI","ID","AS","Asia"
"KI","IE","EU","Europe"
"KI","IL","AS","Asia"
"KI","IM","EU","Europe"
"KI","IN","AS","Asia"
"KI","IO","AS","Asia"
"KI","IQ","AS","Asia"
"KI","IR","AS","Asia"
"KI","IS","EU","Europe"
"KI","IT","EU","Europe"
"KI","JE","EU","Europe"
"KI","JM","NA","North America"
"KI","JO","AS","Asia"
"KI","JP","AS","Asia"
"KI","KE","AF","Africa"
"KI","KG","AS","Asia"
"KI","KH","AS","Asia"
"KI","KI","OC","Oceania"
"KI","KM","AF","Africa"
"KI","KN","NA","North America"
"KI","KP","AS","Asia"
"KI","KR","AS","Asia"
"KI","KW","AS","Asia"
"KI","KY","NA","North America"
"KI","KZ","AS","Asia"
"KI","KZ","EU","Europe"
"KI","LA","AS","Asia"
"KI","LB","AS","Asia"
"KI","LC","NA","North America"
"KI","LI","EU","Europe"
"KI","LK","AS","Asia"
"KI","LR","AF","Africa"
"KI","LS","AF","Africa"
"KI","LT","EU","Europe"
"KI","LU","EU","Europe"
"KI","LV","EU","Europe"
"KI","LY","AF","Africa"
"KI","MA","AF","Africa"
"KI","MC","EU","Europe"
"KI","MD","EU","Europe"
"KI","ME","EU","Europe"
"KI","MF","NA","North America"
"KI","MG","AF","Africa"
"KI","MH","OC","Oceania"
"KI","MK","EU","Europe"
"KI","ML","AF","Africa"
"KI","MM","AS","Asia"
"KI","MN","AS","Asia"
"KI","MO","AS","Asia"
"KI","MP","OC","Oceania"
"KI","MQ","NA","North America"
"KI","MR","AF","Africa"
"KI","MS","NA","North America"
"KI","MT","EU","Europe"
"KI","MU","AF","Africa"
"KI","MV","AS","Asia"
"KI","MW","AF","Africa"
"KI","MX","NA","North America"
"KI","MY","AS","Asia"
"KI","MZ","AF","Africa"
"KI","NA","AF","Africa"
"KI","NC","OC","Oceania"
"KI","NE","AF","Africa"
"KI","NF","OC","Oceania"
"KI","NG","AF","Africa"
"KI","NI","NA","North America"
"KI","NL","EU","Europe"
"KI","NO","EU","Europe"
"KI","NP","AS","Asia"
"KI","NR","OC","Oceania"
"KI","NU","OC","Oceania"
"KI","NZ","OC","Oceania"
"KI","OM","AS","Asia"
"KI","PA","NA","North America"
"KI","PE","SA","South America"
"KI","PF","OC","Oceania"
"KI","PG","OC","Oceania"
"KI","PH","AS","Asia"
"KI","PK","AS","Asia"
"KI","PL","EU","Europe"
"KI","PM","NA","North America"
"KI","PN","OC","Oceania"
"KI","PR","NA","North America"
"KI","PS","AS","Asia"
"KI","PT","EU","Europe"
"KI","PW","OC","Oceania"
"KI","PY","SA","South America"
"KI","QA","AS","Asia"
"KI","RE","AF","Africa"
"KI","RO","EU","Europe"
"KI","RS","EU","Europe"
"KI","RU","AS","Asia"
"KI","RU","EU","Europe"
"KI","RW","AF","Africa"
"KI","SA","AS","Asia"
"KI","SB","OC","Oceania"
"KI","SC","AF","Africa"
"KI","SD","AF","Africa"
"KI","SE","EU","Europe"
"KI","SG","AS","Asia"
"KI","SH","AF","Africa"
"KI","SI","EU","Europe"
"KI","SJ","EU","Europe"
"KI","SK","EU","Europe"
"KI","SL","AF","Africa"
"KI","SM","EU","Europe"
"KI","SN","AF","Africa"
"KI","SO","AF","Africa"
"KI","SR","SA","South America"
"KI","SS","AF","Africa"
"KI","ST","AF","Africa"
"KI","SV","NA","North America"
"KI","SX","NA","North America"
"KI","SY","AS","Asia"
"KI","SZ","AF","Africa"
"KI","TC","NA","North America"
"KI","TD","AF","Africa"
"KI","TF","AN","Antarctica"
"KI","TG","AF","Africa"
"KI","TH","AS","Asia"
"KI","TJ","AS","Asia"
"KI","TK","OC","Oceania"
"KI","TL","AS","Asia"
"KI","TM","AS","Asia"
"KI","TN","AF","Africa"
"KI","TO","OC","Oceania"
"KI","TR","AS","Asia"
"KI","TR","EU","Europe"
"KI","TT","NA","North America"
"KI","TV","OC","Oceania"
"KI","TW","AS","Asia"
"KI","TZ","AF","Africa"
"KI","UA","EU","Europe"
"KI","UG","AF","Africa"
"KI","UM","OC","Oceania"
"KI","US","NA","North America"
"KI","UY","SA","South America"
"KI","UZ","AS","Asia"
"KI","VA","EU","Europe"
"KI","VC","NA","North America"
"KI","VE","SA","South America"
"KI","VG","NA","North America"
"KI","VI","NA","North America"
"KI","VN","AS","Asia"
"KI","VU","OC","Oceania"
"KI","WF","OC","Oceania"
"KI","WS","OC","Oceania"
"KI","YE","AS","Asia"
"KI","YT","AF","Africa"
"KI","ZA","AF","Africa"
"KI","ZM","AF","Africa"
"KI","ZW","AF","Africa"
"KM","AD","EU","អឺរ៉ុប"
"KM","AE","AS","អាស៊ី"
"KM","AF","AS","អាស៊ី"
"KM","AG","NA","អាមេរិក​ខាង​ជើង"
"KM","AI","NA","អាមេរិក​ខាង​ជើង"
"KM","AL","EU","អឺរ៉ុប"
"KM","AM","EU","អឺរ៉ុប"
"KM","AO","AF","អាហ្វ្រិក"
"KM","AQ","AN","អង់តាក់ទិក"
"KM","AR","SA","អាមេរិក​ខាង​ត្បូង"
"KM","AS","OC","អូសេអានី"
"KM","AT","EU","អឺរ៉ុប"
"KM","AU","OC","អូសេអានី"
"KM","AW","NA","អាមេរិក​ខាង​ជើង"
"KM","AX","EU","អឺរ៉ុប"
"KM","AZ","AS","អាស៊ី"
"KM","AZ","EU","អឺរ៉ុប"
"KM","BA","EU","អឺរ៉ុប"
"KM","BB","NA","អាមេរិក​ខាង​ជើង"
"KM","BD","AS","អាស៊ី"
"KM","BE","EU","អឺរ៉ុប"
"KM","BF","AF","អាហ្វ្រិក"
"KM","BG","EU","អឺរ៉ុប"
"KM","BH","AS","អាស៊ី"
"KM","BI","AF","អាហ្វ្រិក"
"KM","BJ","AF","អាហ្វ្រិក"
"KM","BL","NA","អាមេរិក​ខាង​ជើង"
"KM","BM","NA","អាមេរិក​ខាង​ជើង"
"KM","BN","AS","អាស៊ី"
"KM","BO","SA","អាមេរិក​ខាង​ត្បូង"
"KM","BQ","NA","អាមេរិក​ខាង​ជើង"
"KM","BR","SA","អាមេរិក​ខាង​ត្បូង"
"KM","BS","NA","អាមេរិក​ខាង​ជើង"
"KM","BT","AS","អាស៊ី"
"KM","BV","AN","អង់តាក់ទិក"
"KM","BW","AF","អាហ្វ្រិក"
"KM","BY","EU","អឺរ៉ុប"
"KM","BZ","NA","អាមេរិក​ខាង​ជើង"
"KM","CA","NA","អាមេរិក​ខាង​ជើង"
"KM","CC","AS","អាស៊ី"
"KM","CD","AF","អាហ្វ្រិក"
"KM","CF","AF","អាហ្វ្រិក"
"KM","CG","AF","អាហ្វ្រិក"
"KM","CH","EU","អឺរ៉ុប"
"KM","CI","AF","អាហ្វ្រិក"
"KM","CK","OC","អូសេអានី"
"KM","CL","SA","អាមេរិក​ខាង​ត្បូង"
"KM","CM","AF","អាហ្វ្រិក"
"KM","CN","AS","អាស៊ី"
"KM","CO","SA","អាមេរិក​ខាង​ត្បូង"
"KM","CR","NA","អាមេរិក​ខាង​ជើង"
"KM","CU","NA","អាមេរិក​ខាង​ជើង"
"KM","CV","AF","អាហ្វ្រិក"
"KM","CW","NA","អាមេរិក​ខាង​ជើង"
"KM","CX","AS","អាស៊ី"
"KM","CY","EU","អឺរ៉ុប"
"KM","CZ","EU","អឺរ៉ុប"
"KM","DE","EU","អឺរ៉ុប"
"KM","DJ","AF","អាហ្វ្រិក"
"KM","DK","EU","អឺរ៉ុប"
"KM","DM","NA","អាមេរិក​ខាង​ជើង"
"KM","DO","NA","អាមេរិក​ខាង​ជើង"
"KM","DZ","AF","អាហ្វ្រិក"
"KM","EC","SA","អាមេរិក​ខាង​ត្បូង"
"KM","EE","EU","អឺរ៉ុប"
"KM","EG","AF","អាហ្វ្រិក"
"KM","EH","AF","អាហ្វ្រិក"
"KM","ER","AF","អាហ្វ្រិក"
"KM","ES","EU","អឺរ៉ុប"
"KM","ET","AF","អាហ្វ្រិក"
"KM","FI","EU","អឺរ៉ុប"
"KM","FJ","OC","អូសេអានី"
"KM","FK","SA","អាមេរិក​ខាង​ត្បូង"
"KM","FM","OC","អូសេអានី"
"KM","FO","EU","អឺរ៉ុប"
"KM","FR","EU","អឺរ៉ុប"
"KM","GA","AF","អាហ្វ្រិក"
"KM","GB","EU","អឺរ៉ុប"
"KM","GD","NA","អាមេរិក​ខាង​ជើង"
"KM","GE","AS","អាស៊ី"
"KM","GE","EU","អឺរ៉ុប"
"KM","GF","SA","អាមេរិក​ខាង​ត្បូង"
"KM","GG","EU","អឺរ៉ុប"
"KM","GH","AF","អាហ្វ្រិក"
"KM","GI","EU","អឺរ៉ុប"
"KM","GL","NA","អាមេរិក​ខាង​ជើង"
"KM","GM","AF","អាហ្វ្រិក"
"KM","GN","AF","អាហ្វ្រិក"
"KM","GP","NA","អាមេរិក​ខាង​ជើង"
"KM","GQ","AF","អាហ្វ្រិក"
"KM","GR","EU","អឺរ៉ុប"
"KM","GS","AN","អង់តាក់ទិក"
"KM","GT","NA","អាមេរិក​ខាង​ជើង"
"KM","GU","OC","អូសេអានី"
"KM","GW","AF","អាហ្វ្រិក"
"KM","GY","SA","អាមេរិក​ខាង​ត្បូង"
"KM","HK","AS","អាស៊ី"
"KM","HM","AN","អង់តាក់ទិក"
"KM","HN","NA","អាមេរិក​ខាង​ជើង"
"KM","HR","EU","អឺរ៉ុប"
"KM","HT","NA","អាមេរិក​ខាង​ជើង"
"KM","HU","EU","អឺរ៉ុប"
"KM","ID","AS","អាស៊ី"
"KM","IE","EU","អឺរ៉ុប"
"KM","IL","AS","អាស៊ី"
"KM","IM","EU","អឺរ៉ុប"
"KM","IN","AS","អាស៊ី"
"KM","IO","AS","អាស៊ី"
"KM","IQ","AS","អាស៊ី"
"KM","IR","AS","អាស៊ី"
"KM","IS","EU","អឺរ៉ុប"
"KM","IT","EU","អឺរ៉ុប"
"KM","JE","EU","អឺរ៉ុប"
"KM","JM","NA","អាមេរិក​ខាង​ជើង"
"KM","JO","AS","អាស៊ី"
"KM","JP","AS","អាស៊ី"
"KM","KE","AF","អាហ្វ្រិក"
"KM","KG","AS","អាស៊ី"
"KM","KH","AS","អាស៊ី"
"KM","KI","OC","អូសេអានី"
"KM","KM","AF","អាហ្វ្រិក"
"KM","KN","NA","អាមេរិក​ខាង​ជើង"
"KM","KP","AS","អាស៊ី"
"KM","KR","AS","អាស៊ី"
"KM","KW","AS","អាស៊ី"
"KM","KY","NA","អាមេរិក​ខាង​ជើង"
"KM","KZ","AS","អាស៊ី"
"KM","KZ","EU","អឺរ៉ុប"
"KM","LA","AS","អាស៊ី"
"KM","LB","AS","អាស៊ី"
"KM","LC","NA","អាមេរិក​ខាង​ជើង"
"KM","LI","EU","អឺរ៉ុប"
"KM","LK","AS","អាស៊ី"
"KM","LR","AF","អាហ្វ្រិក"
"KM","LS","AF","អាហ្វ្រិក"
"KM","LT","EU","អឺរ៉ុប"
"KM","LU","EU","អឺរ៉ុប"
"KM","LV","EU","អឺរ៉ុប"
"KM","LY","AF","អាហ្វ្រិក"
"KM","MA","AF","អាហ្វ្រិក"
"KM","MC","EU","អឺរ៉ុប"
"KM","MD","EU","អឺរ៉ុប"
"KM","ME","EU","អឺរ៉ុប"
"KM","MF","NA","អាមេរិក​ខាង​ជើង"
"KM","MG","AF","អាហ្វ្រិក"
"KM","MH","OC","អូសេអានី"
"KM","MK","EU","អឺរ៉ុប"
"KM","ML","AF","អាហ្វ្រិក"
"KM","MM","AS","អាស៊ី"
"KM","MN","AS","អាស៊ី"
"KM","MO","AS","អាស៊ី"
"KM","MP","OC","អូសេអានី"
"KM","MQ","NA","អាមេរិក​ខាង​ជើង"
"KM","MR","AF","អាហ្វ្រិក"
"KM","MS","NA","អាមេរិក​ខាង​ជើង"
"KM","MT","EU","អឺរ៉ុប"
"KM","MU","AF","អាហ្វ្រិក"
"KM","MV","AS","អាស៊ី"
"KM","MW","AF","អាហ្វ្រិក"
"KM","MX","NA","អាមេរិក​ខាង​ជើង"
"KM","MY","AS","អាស៊ី"
"KM","MZ","AF","អាហ្វ្រិក"
"KM","NA","AF","អាហ្វ្រិក"
"KM","NC","OC","អូសេអានី"
"KM","NE","AF","អាហ្វ្រិក"
"KM","NF","OC","អូសេអានី"
"KM","NG","AF","អាហ្វ្រិក"
"KM","NI","NA","អាមេរិក​ខាង​ជើង"
"KM","NL","EU","អឺរ៉ុប"
"KM","NO","EU","អឺរ៉ុប"
"KM","NP","AS","អាស៊ី"
"KM","NR","OC","អូសេអានី"
"KM","NU","OC","អូសេអានី"
"KM","NZ","OC","អូសេអានី"
"KM","OM","AS","អាស៊ី"
"KM","PA","NA","អាមេរិក​ខាង​ជើង"
"KM","PE","SA","អាមេរិក​ខាង​ត្បូង"
"KM","PF","OC","អូសេអានី"
"KM","PG","OC","អូសេអានី"
"KM","PH","AS","អាស៊ី"
"KM","PK","AS","អាស៊ី"
"KM","PL","EU","អឺរ៉ុប"
"KM","PM","NA","អាមេរិក​ខាង​ជើង"
"KM","PN","OC","អូសេអានី"
"KM","PR","NA","អាមេរិក​ខាង​ជើង"
"KM","PS","AS","អាស៊ី"
"KM","PT","EU","អឺរ៉ុប"
"KM","PW","OC","អូសេអានី"
"KM","PY","SA","អាមេរិក​ខាង​ត្បូង"
"KM","QA","AS","អាស៊ី"
"KM","RE","AF","អាហ្វ្រិក"
"KM","RO","EU","អឺរ៉ុប"
"KM","RS","EU","អឺរ៉ុប"
"KM","RU","AS","អាស៊ី"
"KM","RU","EU","អឺរ៉ុប"
"KM","RW","AF","អាហ្វ្រិក"
"KM","SA","AS","អាស៊ី"
"KM","SB","OC","អូសេអានី"
"KM","SC","AF","អាហ្វ្រិក"
"KM","SD","AF","អាហ្វ្រិក"
"KM","SE","EU","អឺរ៉ុប"
"KM","SG","AS","អាស៊ី"
"KM","SH","AF","អាហ្វ្រិក"
"KM","SI","EU","អឺរ៉ុប"
"KM","SJ","EU","អឺរ៉ុប"
"KM","SK","EU","អឺរ៉ុប"
"KM","SL","AF","អាហ្វ្រិក"
"KM","SM","EU","អឺរ៉ុប"
"KM","SN","AF","អាហ្វ្រិក"
"KM","SO","AF","អាហ្វ្រិក"
"KM","SR","SA","អាមេរិក​ខាង​ត្បូង"
"KM","SS","AF","អាហ្វ្រិក"
"KM","ST","AF","អាហ្វ្រិក"
"KM","SV","NA","អាមេរិក​ខាង​ជើង"
"KM","SX","NA","អាមេរិក​ខាង​ជើង"
"KM","SY","AS","អាស៊ី"
"KM","SZ","AF","អាហ្វ្រិក"
"KM","TC","NA","អាមេរិក​ខាង​ជើង"
"KM","TD","AF","អាហ្វ្រិក"
"KM","TF","AN","អង់តាក់ទិក"
"KM","TG","AF","អាហ្វ្រិក"
"KM","TH","AS","អាស៊ី"
"KM","TJ","AS","អាស៊ី"
"KM","TK","OC","អូសេអានី"
"KM","TL","AS","អាស៊ី"
"KM","TM","AS","អាស៊ី"
"KM","TN","AF","អាហ្វ្រិក"
"KM","TO","OC","អូសេអានី"
"KM","TR","AS","អាស៊ី"
"KM","TR","EU","អឺរ៉ុប"
"KM","TT","NA","អាមេរិក​ខាង​ជើង"
"KM","TV","OC","អូសេអានី"
"KM","TW","AS","អាស៊ី"
"KM","TZ","AF","អាហ្វ្រិក"
"KM","UA","EU","អឺរ៉ុប"
"KM","UG","AF","អាហ្វ្រិក"
"KM","UM","OC","អូសេអានី"
"KM","US","NA","អាមេរិក​ខាង​ជើង"
"KM","UY","SA","អាមេរិក​ខាង​ត្បូង"
"KM","UZ","AS","អាស៊ី"
"KM","VA","EU","អឺរ៉ុប"
"KM","VC","NA","អាមេរិក​ខាង​ជើង"
"KM","VE","SA","អាមេរិក​ខាង​ត្បូង"
"KM","VG","NA","អាមេរិក​ខាង​ជើង"
"KM","VI","NA","អាមេរិក​ខាង​ជើង"
"KM","VN","AS","អាស៊ី"
"KM","VU","OC","អូសេអានី"
"KM","WF","OC","អូសេអានី"
"KM","WS","OC","អូសេអានី"
"KM","YE","AS","អាស៊ី"
"KM","YT","AF","អាហ្វ្រិក"
"KM","ZA","AF","អាហ្វ្រិក"
"KM","ZM","AF","អាហ្វ្រិក"
"KM","ZW","AF","អាហ្វ្រិក"
"KN","AD","EU","ಯುರೋಪ್"
"KN","AE","AS","ಏಷ್ಯಾ"
"KN","AF","AS","ಏಷ್ಯಾ"
"KN","AG","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","AI","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","AL","EU","ಯುರೋಪ್"
"KN","AM","EU","ಯುರೋಪ್"
"KN","AO","AF","ಆಫ್ರಿಕಾ"
"KN","AQ","AN","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","AR","SA","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","AS","OC","ಒಷ್ಯಾನಿಯ"
"KN","AT","EU","ಯುರೋಪ್"
"KN","AU","OC","ಒಷ್ಯಾನಿಯ"
"KN","AW","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","AX","EU","ಯುರೋಪ್"
"KN","AZ","AS","ಏಷ್ಯಾ"
"KN","AZ","EU","ಯುರೋಪ್"
"KN","BA","EU","ಯುರೋಪ್"
"KN","BB","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BD","AS","ಏಷ್ಯಾ"
"KN","BE","EU","ಯುರೋಪ್"
"KN","BF","AF","ಆಫ್ರಿಕಾ"
"KN","BG","EU","ಯುರೋಪ್"
"KN","BH","AS","ಏಷ್ಯಾ"
"KN","BI","AF","ಆಫ್ರಿಕಾ"
"KN","BJ","AF","ಆಫ್ರಿಕಾ"
"KN","BL","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BM","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BN","AS","ಏಷ್ಯಾ"
"KN","BO","SA","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","BQ","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BR","SA","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","BS","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","BT","AS","ಏಷ್ಯಾ"
"KN","BV","AN","ಅಂಟಾರ್ಕ್ಟಿಕ"
"KN","BW","AF","ಆಫ್ರಿಕಾ"
"KN","BY","EU","ಯುರೋಪ್"
"KN","BZ","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CA","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CC","AS","ಏಷ್ಯಾ"
"KN","CD","AF","ಆಫ್ರಿಕಾ"
"KN","CF","AF","ಆಫ್ರಿಕಾ"
"KN","CG","AF","ಆಫ್ರಿಕಾ"
"KN","CH","EU","ಯುರೋಪ್"
"KN","CI","AF","ಆಫ್ರಿಕಾ"
"KN","CK","OC","ಒಷ್ಯಾನಿಯ"
"KN","CL","SA","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","CM","AF","ಆಫ್ರಿಕಾ"
"KN","CN","AS","ಏಷ್ಯಾ"
"KN","CO","SA","ದಕ್ಷಿಣ ಅಮೇರಿಕ"
"KN","CR","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CU","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CV","AF","ಆಫ್ರಿಕಾ"
"KN","CW","NA","ಉತ್ತರ ಅಮೇರಿಕ"
"KN","CX","AS","ಏಷ್ಯಾ"
"KN","CY","EU","ಯುರೋಪ್"
"KN","CZ","EU","ಯುರೋಪ್"
"KN","DE","EU","ಯುರೋಪ್"
"KN","DJ","AF","ಆಫ್ರಿಕಾ"
